idx,c,mean_error,std_dev_mean_error,rms_error,std_dev_rms_error
9.000000000000000000e+00,1.333333333333333315e-01,1.680521803637885546e-03,1.557867381564901038e-04,6.520490262023581098e-03,1.749541197603864985e-03
9.000000000000000000e+00,2.000000000000000111e-01,1.680522392409315377e-03,1.557867395349435804e-04,6.520498080594917464e-03,1.749542492477766881e-03
9.000000000000000000e+00,2.666666666666666630e-01,1.680524503481151165e-03,1.557869701970035080e-04,6.520522923289060607e-03,1.749548561106719973e-03
9.000000000000000000e+00,3.333333333333333148e-01,1.680529482017677125e-03,1.557875746244906541e-04,6.520565079443722302e-03,1.749560040425269950e-03
9.000000000000000000e+00,4.000000000000000222e-01,1.680538768527641783e-03,1.557886890108701886e-04,6.520625391969742633e-03,1.749577568280349200e-03
9.000000000000000000e+00,4.666666666666666741e-01,1.680553388483263782e-03,1.557903971715816449e-04,6.520704125254801753e-03,1.749601433851703629e-03
9.000000000000000000e+00,5.333333333333333259e-01,1.680573841664049529e-03,1.557927253365228070e-04,6.520800768206300863e-03,1.749631547464545892e-03
9.000000000000000000e+00,5.999999999999999778e-01,1.680600212887862913e-03,1.557956568621077513e-04,6.520914279781728218e-03,1.749667557393489326e-03
9.000000000000000000e+00,6.666666666666666297e-01,1.680632338683650615e-03,1.557991513186176874e-04,6.521043408771868589e-03,1.749708991004140070e-03
9.000000000000000000e+00,7.333333333333332815e-01,1.680669945688508275e-03,1.558031597769828623e-04,6.521186927665682115e-03,1.749755361156176987e-03
9.000000000000000000e+00,8.000000000000000444e-01,1.680712740007068865e-03,1.558076343198633122e-04,6.521343756988748352e-03,1.749806226787061587e-03
9.000000000000000000e+00,8.666666666666666963e-01,1.680760455392906437e-03,1.558125327875598031e-04,6.521513008834701683e-03,1.749861217959015761e-03
9.000000000000000000e+00,9.333333333333333481e-01,1.680812874500996418e-03,1.558178204497871180e-04,6.521693984344639067e-03,1.749920039404656265e-03
9.000000000000000000e+00,1.000000000000000000e+00,1.680869835006663839e-03,1.558234699992438717e-04,6.521886150435834105e-03,1.749982463443832325e-03
1.000000000000000000e+01,0.000000000000000000e+00,2.516602550171298438e-03,2.966719186090824431e-04,8.816058579749031648e-03,2.459969078961087886e-03
1.000000000000000000e+01,6.666666666666666574e-02,2.516564488736938721e-03,2.966712967047000675e-04,8.815997530641819444e-03,2.459953397278851709e-03
1.000000000000000000e+01,1.333333333333333315e-01,2.516553933205507160e-03,2.966711102711284704e-04,8.815980513507192667e-03,2.459948401529070405e-03
1.000000000000000000e+01,2.000000000000000111e-01,2.516560977390605233e-03,2.966710073846863744e-04,8.815991702793218171e-03,2.459950074437969921e-03
1.000000000000000000e+01,2.666666666666666630e-01,2.516583184742063415e-03,2.966711387325440407e-04,8.816027135615881957e-03,2.459958108506488453e-03
1.000000000000000000e+01,3.333333333333333148e-01,2.516620945677988837e-03,2.966718237626422795e-04,8.816087268642474814e-03,2.459973374692892879e-03
1.000000000000000000e+01,4.000000000000000222e-01,2.516675185182976060e-03,2.966733607026895156e-04,8.816173372911408415e-03,2.459996732212205682e-03
1.000000000000000000e+01,4.666666666666666741e-01,2.516746286075571479e-03,2.966759411094745179e-04,8.816285880743058440e-03,2.460028568289249814e-03
1.000000000000000000e+01,5.333333333333333259e-01,2.516833892947569623e-03,2.966796391305289338e-04,8.816424093609087284e-03,2.460068761277005994e-03
1.000000000000000000e+01,5.999999999999999778e-01,2.516937142916502324e-03,2.966844400408166316e-04,8.816586538158565842e-03,2.460116837598826274e-03
1.000000000000000000e+01,6.666666666666666297e-01,2.517054969426410146e-03,2.966902779537221660e-04,8.816771431762553818e-03,2.460172160683552888e-03
1.000000000000000000e+01,7.333333333333332815e-01,2.517186323720248340e-03,2.966970664968081772e-04,8.816977022907729680e-03,2.460234073651759983e-03
1.000000000000000000e+01,8.000000000000000444e-01,2.517330290760352775e-03,2.967047183040181645e-04,8.817201771601014190e-03,2.460301980942385287e-03
1.000000000000000000e+01,8.666666666666666963e-01,2.517486127133490136e-03,2.967131551187788142e-04,8.817444411521470349e-03,2.460375382538979548e-03
1.000000000000000000e+01,9.333333333333333481e-01,2.517653254411758058e-03,2.967223117355634928e-04,8.817703944575219777e-03,2.460453879487412183e-03
1.000000000000000000e+01,1.000000000000000000e+00,2.517831232675328112e-03,2.967321364964018728e-04,8.817979604922509748e-03,2.460537165177622936e-03
1.100000000000000000e+01,0.000000000000000000e+00,2.537898944039505226e-03,3.415308477699267875e-04,9.460561385628892678e-03,2.674691015427087867e-03
1.100000000000000000e+01,6.666666666666666574e-02,2.537831268704280989e-03,3.415287922516930283e-04,9.460494495890595795e-03,2.674674539404001648e-03
1.100000000000000000e+01,1.333333333333333315e-01,2.537811071564317032e-03,3.415281419078367324e-04,9.460475749838787723e-03,2.674669304353687830e-03
1.100000000000000000e+01,2.000000000000000111e-01,2.537823826173504424e-03,3.415283054161660586e-04,9.460488017083499082e-03,2.674671055287877568e-03
1.100000000000000000e+01,2.666666666666666630e-01,2.537864219098015257e-03,3.415293098390492495e-04,9.460526916212984305e-03,2.674679495029559564e-03
1.100000000000000000e+01,3.333333333333333148e-01,2.537930098529666938e-03,3.415313789937369539e-04,9.460592781456580308e-03,2.674695589926186397e-03
1.100000000000000000e+01,4.000000000000000222e-01,2.538020033719074180e-03,3.415347230836003199e-04,9.460686814580942031e-03,2.674720293564419090e-03
1.100000000000000000e+01,4.666666666666666741e-01,2.538132394093068744e-03,3.415394540100936504e-04,9.460809341238862399e-03,2.674754048356156426e-03
1.100000000000000000e+01,5.333333333333333259e-01,2.538265250881176563e-03,3.415455783119446210e-04,9.460959509221237781e-03,2.674796743725865733e-03
1.100000000000000000e+01,5.999999999999999778e-01,2.538416597151948052e-03,3.415530273936520991e-04,9.461135667155798346e-03,2.674847884991559798e-03
1.100000000000000000e+01,6.666666666666666297e-01,2.538584578274771797e-03,3.415616947060930988e-04,9.461335855501167708e-03,2.674906797720406123e-03
1.100000000000000000e+01,7.333333333333332815e-01,2.538767623556452066e-03,3.415714645220360030e-04,9.461558163747031680e-03,2.674972782458435571e-03
1.100000000000000000e+01,8.000000000000000444e-01,2.538964481706934215e-03,3.415822290279278586e-04,9.461800918341015457e-03,2.675045203489143965e-03
1.100000000000000000e+01,8.666666666666666963e-01,2.539174196979437047e-03,3.415938961003224788e-04,9.462062746178761391e-03,2.675123526213859550e-03
1.100000000000000000e+01,9.333333333333333481e-01,2.539396059604832976e-03,3.416063912719662110e-04,9.462342567432800722e-03,2.675207323307951784e-03
1.100000000000000000e+01,1.000000000000000000e+00,2.539629551846598211e-03,3.416196566821808923e-04,9.462639556850716699e-03,2.675296265327630710e-03
